review_id,comment_id,original_sentence,cleaned_sentence,sentence_embedding,codes,themes,food and drinks,place,people,opinions
0,7,"She points us at the shakers on the table, which contain the deep purple citrus burst of sumac.",points us shakers table contain deep purple citrus burst sumac,"[-0.0588832  -0.07423548  0.03249322  0.01468776  0.06109416  0.03965506
  0.0646964  -0.08330614 -0.0092701  -0.0627054  -0.0381681   0.01022554
 -0.5360238  -0.0423642   0.01812506  0.0391479   0.07725864 -0.03558172
  0.0777591  -0.0274894  -0.05983224 -0.04350298  0.0670409  -0.05456
 -0.02718108  0.08654442 -0.04176806  0.086065    0.01745036  0.0537865
  0.09389564  0.04392774 -0.05896596 -0.01156684  0.02637678 -0.05239148
 -0.0210671   0.00802434  0.0965925   0.1012274   0.0218842  -0.03405524
 -0.0394992  -0.00380399  0.00596518 -0.01117772  0.04502938 -0.0186718
  0.05603164  0.099416  ]",service; presentation,food and drinks; people,1,0,1,0
0,7,"'Use that, too,' she says briskly, and disappears into the kitchen",Use says briskly disappears kitchen,"[-4.46386003e-02  6.56100005e-03  9.17999923e-03  2.96194979e-03
  9.20563921e-03  2.00988797e-02  1.37277994e-02 -3.89250804e-02
  1.92412007e-02 -1.99752201e-02  1.89344198e-02 -2.40872395e-02
 -2.88770592e-01 -2.69801600e-02 -3.88786077e-03  1.34333003e-02
 -1.13005191e-05 -1.42896008e-02  4.17366803e-02 -6.95668009e-02
  5.54828107e-03 -2.85384187e-02 -1.67306594e-02  6.04484010e-03
 -1.83535409e-02  5.40351999e-02 -3.08631986e-02  1.11059998e-02
  9.81162027e-03  2.31135997e-02  7.68265948e-03  3.66295652e-02
  1.08127603e-02 -5.55999988e-02 -2.26104009e-02  2.03222001e-02
  3.18140395e-02  1.47613439e-02  5.02957985e-02 -4.59399986e-02
  3.93529999e-02  6.14488000e-02 -3.46592008e-02 -2.03854202e-02
  6.89481603e-02 -1.85360223e-03  2.07209919e-03  9.71360028e-03
 -1.20198202e-02  3.02508405e-02]",service; presentation,food and drinks; people,1,0,1,0
0,8,"we start forking away the rice, as if forgetting that it's really there to keep the rest of our order company",start forking away rice forgetting really keep rest order company,"[ 0.02159068  0.0134721   0.02751654 -0.03866054 -0.00477128  0.0761714
  0.14202    -0.01894197  0.03906862 -0.0278339   0.00666868  0.0235651
 -0.7481836  -0.04297066 -0.0618456   0.03600136  0.0250717  -0.0578292
 -0.01445434 -0.0368564  -0.0307384  -0.0054418  -0.0360798   0.07594702
 -0.02826844  0.1751388   0.05918808 -0.02562112  0.0147111  -0.03699416
  0.01780052  0.03545634 -0.05460346  0.0176766   0.01793948 -0.00740096
 -0.0357304   0.02209064  0.04313974  0.0452144  -0.0574578   0.05183358
  0.038763   -0.06092308  0.1366938  -0.06089518 -0.01492416  0.00380252
  0.01568948  0.04796174]",starters,food and drinks,1,0,0,0
0,9,"in a restaurant drawing on the traditions of what is now known as Iran, it's hard to see the rice as anything but the main event",restaurant drawing traditions known Iran hard see rice anything main event,"[ 5.09610803e-02  6.58481991e-02  2.37848316e-02 -3.86898017e-02
  8.52358176e-02  3.60457004e-02  9.31488802e-02 -5.48459977e-03
  3.04416607e-02 -2.41630006e-02 -3.38409204e-02 -2.47399601e-02
 -7.47779984e-01  4.33170989e-02 -2.31857985e-03  4.29918804e-02
  7.10339911e-03 -7.16908603e-02 -1.60607982e-02 -4.70650998e-02
 -2.37999260e-04 -5.74019939e-03 -4.19378000e-02  7.84398913e-04
 -9.20970039e-03  1.04509205e-01 -1.32209412e-02 -1.00400573e-03
  3.78361991e-02 -8.76407194e-02  8.54170595e-02 -1.93925393e-02
 -5.46412813e-02 -4.29100002e-02  1.28806540e-01 -3.82877404e-02
  1.40280201e-02  3.51812001e-03  1.20305440e-01 -2.56921801e-02
 -1.06671635e-01 -9.51630019e-03  3.34718004e-02 -1.29261123e-02
  7.32276393e-02  5.00614005e-02  2.10132526e-02 -6.18260806e-03
  6.88594859e-03  1.89616732e-02]",background; middle-eastern,food and drinks; place,1,1,0,0
0,10,Culinary league tables are frowned upon these days.,Culinary league tables frowned upon days,"[ 0.0152326   0.01537448  0.05770652  0.0187946   0.09773079  0.03446114
  0.0838568  -0.02288726 -0.01668166 -0.0258497  -0.00326488 -0.04954818
 -0.3213858   0.0573452   0.0037704  -0.00264978  0.0206992  -0.0048564
 -0.03642598 -0.03138834  0.01760092 -0.03413354 -0.00835232 -0.05031918
  0.0279636   0.0857502  -0.01523254 -0.03173738 -0.0054714  -0.0024452
  0.07121856 -0.01589418  0.04408762 -0.01875934  0.0392998   0.011589
  0.00371222  0.00904174  0.03937494  0.0096196   0.0329434   0.0485164
  0.01842     0.01109596  0.0555202   0.00480452  0.01758134  0.0084198
  0.0142724   0.01921348]",negative; background,opinions; place,0,1,0,1
0,10,Describing one part of the world's food traditions as intrinsically better than another's is just not the done thing,Describing one part world food traditions intrinsically better another done thing,"[ 0.04828743  0.05432522 -0.02294931  0.06274198  0.0689282   0.07692268
  0.1242344  -0.0011255  -0.01527634 -0.01756136 -0.03591922 -0.05417214
 -0.8619018   0.02908828 -0.03979246  0.02758552  0.04666064 -0.0364798
 -0.05036478  0.00600643  0.02687762  0.03157656 -0.01916802  0.0202546
 -0.01217112  0.1781183  -0.03448711 -0.01328164  0.06249702 -0.02859842
  0.02253504 -0.0466656  -0.040135   -0.04450008  0.07827002  0.0360422
 -0.0177128  -0.0365314   0.0284494   0.04458534 -0.0653034   0.00383356
  0.05993847  0.00676128  0.03659502  0.01335184  0.05210628  0.03773826
 -0.0694976  -0.0125875 ]",negative; background,opinions; place,0,1,0,1
0,12,"Toot, which opened in Plymouth a few years ago",Toot opened Plymouth years ago,"[-2.98020371e-02  2.56102400e-02  3.38214205e-02 -2.87278989e-02
 -2.36341998e-02 -5.21109992e-02  3.35729404e-02 -1.52953994e-02
  2.62280047e-03 -1.85657999e-02  2.12526007e-03 -2.17837986e-02
 -3.17514000e-01  1.18815798e-02 -7.36641988e-03 -5.31087995e-03
 -1.24684009e-02  4.40800413e-04 -5.03967802e-02  4.21640009e-03
  1.55936401e-02  9.53996181e-05  1.50754403e-02 -2.54166007e-02
 -1.28922002e-02  3.38589996e-02 -2.45947999e-02 -4.38033983e-02
  2.97657996e-02  7.77643993e-03  3.15261981e-02  2.74890003e-02
  2.97863807e-02 -1.08750001e-02  3.43221200e-02  3.26929396e-02
 -2.48077203e-02  5.68413991e-02  1.48052196e-02 -5.31300098e-03
  1.37386006e-02  3.64396012e-02 -1.33568394e-02  2.51165406e-02
 -1.36887605e-02  8.86799693e-04  1.42435401e-02 -3.00613203e-02
 -1.09070003e-02  7.91186011e-02]",location; background,place,0,1,0,0
0,13,"It's located just off Armada Way, a long pedestrian shopping precinct",located Armada Way long pedestrian shopping precinct,"[-0.0506294   0.01271002 -0.00585402 -0.0579558   0.03474392  0.0046666
  0.07557158 -0.02423132  0.0358218  -0.04282028 -0.0117032  -0.02018346
 -0.3529852   0.015453    0.0830544   0.02641798 -0.0031762  -0.0201932
 -0.0308206  -0.04924134  0.03426546 -0.0586724  -0.0253574  -0.0670886
  0.00444004  0.04341658 -0.06643734 -0.00632974  0.00115286  0.03063698
  0.04379476 -0.04078702  0.03515394 -0.05416372  0.0360136   0.01579896
 -0.023704    0.06698444  0.00923542 -0.01167726 -0.0567548   0.07127742
  0.01976496 -0.0339342   0.00167664  0.0383732   0.02053114  0.01996738
  0.035673    0.04254424]",location,place,0,1,0,0
0,14,"its hard modernist lines softened by the broad, heavily planted woodland down the middle",hard modernist lines softened broad heavily planted woodland middle,"[-0.0679726  -0.05939408  0.078926    0.03412062  0.05561976  0.0039642
  0.0060924  -0.07004862 -0.0191537  -0.0695644  -0.06534894 -0.011633
 -0.43315599 -0.05116712  0.02806982 -0.0504621   0.01635092 -0.03651416
  0.03655474 -0.0596428   0.0085256  -0.0077005   0.0137907  -0.07137612
 -0.00623746  0.1458968  -0.11923312  0.01520604 -0.02334518  0.04511912
  0.08685686  0.0173868   0.05058978 -0.0911634   0.0187968  -0.0063553
 -0.04402     0.08606314  0.08957332 -0.03626114  0.09330628  0.00502878
  0.0571218  -0.05548306 -0.01844224  0.01698346  0.06764444  0.03051988
  0.00817572  0.0976344 ]",decor,place,0,1,0,0
0,15,"We navigate our way around the chaos and the hoardings, to the riot of colour that is Toot, its window bearing the legend 'Persian food on fire'.",navigate way around chaos hoardings riot colour Toot window bearing legend Persian food fire,"[-0.07156944 -0.03327712  0.02794798 -0.01373564  0.006369    0.0310215
  0.12664493 -0.07081014  0.07957932 -0.0560499   0.00166792  0.01377414
 -0.7936882  -0.0368866   0.028458   -0.01393892  0.05022015 -0.05046245
  0.01240962 -0.02895792 -0.07694766 -0.05838356  0.01701947 -0.00562878
  0.00806426  0.1534536  -0.12159425  0.0880561  -0.02322758  0.02542604
  0.07758761  0.01879458  0.06035686 -0.02601148  0.0975089  -0.03849466
  0.02297978  0.03843976  0.04532692 -0.01023932  0.01406156  0.03241776
 -0.0631668   0.00500898  0.02556014  0.1117294   0.07104108  0.05111742
  0.06476134  0.10591888]",location,place,0,1,0,0
0,16,"Inside, there are saffron-coloured walls to match the rice and rough-hewn furniture in candy crush shades as if the mood board for the makeover was a packet of Skittles",Inside saffron coloured walls match rice rough hewn furniture candy crush shades mood board makeover packet Skittles,"[-0.0894461  -0.13141067  0.06860468  0.02744095  0.08452574  0.0331825
  0.18079084 -0.08448756  0.03618842 -0.04372744  0.00882254 -0.03677002
 -0.88542746  0.01139582 -0.0107205   0.01161742  0.14022396 -0.09955478
  0.05449533  0.00728592 -0.19857666  0.04917816  0.06680122 -0.07542214
 -0.05413866  0.14080364 -0.09088192  0.014256   -0.07783437 -0.08366932
  0.0792475   0.0902236  -0.03259696 -0.1578198  -0.00153418 -0.0864774
  0.03259278  0.04528772  0.15816708  0.1185263  -0.02734624  0.01629503
 -0.04338941 -0.0223219   0.12553828  0.0379864   0.05372222  0.04000681
 -0.01618095  0.08984354]",decor,place,0,1,0,0
0,17,"The menu is divided between a long list of small dishes at £5.95 each, and kebabs, grills and stews priced in the low to mid-teens",menu divided long list small dishes 5 95 kebabs grills stews priced low mid teens,"[-0.01170922 -0.01348808  0.00238614  0.05206022  0.14060892  0.0039018
  0.08766442 -0.03682444  0.0443288  -0.09709608 -0.05770252 -0.0844192
 -0.61083881  0.0665848   0.0479965   0.01781228  0.05506506 -0.14040891
 -0.0201368  -0.01808398 -0.08784034 -0.06176197 -0.02980045 -0.06037675
 -0.05043276  0.19942472  0.001266    0.00684658 -0.05335256 -0.07188426
  0.07688182  0.11068     0.03246996  0.02973686  0.0410842  -0.1156617
  0.00068264  0.0199666   0.13046792  0.05837602 -0.07383018  0.07232954
 -0.02874691 -0.06287666  0.10307306 -0.10737366  0.04820944  0.029942
 -0.04908742  0.04263182]",menu; starters,food and drinks; place,1,1,0,0
0,18,The boss looks at our nine eager faces and points at a £35-a-head deal,boss looks nine eager faces points 35 head deal,"[ 3.09975997e-02 -2.45964397e-02  1.85556205e-02  1.62145208e-02
  5.83744023e-03  2.17275883e-02  8.82163993e-02  1.25269985e-02
 -4.51279606e-02 -9.74560037e-03  4.00645983e-02  1.70467792e-02
 -5.56452007e-01 -3.49377957e-02  3.44945997e-02 -5.54927975e-03
 -2.94756795e-02 -4.97697999e-02 -2.28439994e-02 -7.64822003e-02
 -2.14853200e-02 -2.09340005e-02  6.80404007e-02 -2.22151403e-02
 -5.46449399e-02  1.31566201e-01 -1.75271199e-02 -6.91941954e-03
 -4.48903203e-02 -5.00034139e-03  3.76037997e-02  1.28833999e-02
 -3.79163986e-02 -1.56489986e-02  6.46372794e-02  7.59458005e-02
 -1.69519603e-02  6.71700045e-03  1.50519393e-02  7.13430002e-03
 -7.50163996e-02 -7.51324058e-03  4.58973481e-02  8.48402125e-02
  6.50695407e-02 -5.60673994e-02  3.44600976e-04 -2.45717002e-02
  2.48528583e-02  6.02749999e-02]",owners,people,0,0,1,0
0,19,"all the starters, platters of kebabs, tea and baklava to finish",starters platters kebabs tea baklava finish,"[ 0.00162288 -0.01165548  0.02598136 -0.0144987   0.06521706  0.0072414
 -0.04103974 -0.04064136  0.0203122  -0.0304096  -0.00745904 -0.01195678
 -0.2220112   0.02932024 -0.0050842  -0.00451833  0.06397564 -0.0620732
  0.008887    0.0169968  -0.048255    0.02133326 -0.0105948  -0.03705376
  0.0228584   0.0753584   0.0016556  -0.015334    0.00190224 -0.0456478
  0.0852902   0.06438818 -0.04378476  0.010989   -0.0234458  -0.0708086
  0.0180654   0.012004    0.02686292  0.09833399  0.0194162  -0.02105092
 -0.03457202 -0.05593114  0.06048958 -0.0159715  -0.0111838  -0.02289988
  0.04183052 -0.00525479]",middle-eastern,food and drinks,1,0,0,0
0,20,She does some quick mental arithmetic and tells us exactly how much it will cost.,quick mental arithmetic tells us exactly much cost,"[ 4.96676001e-02  4.53776789e-02 -1.95132406e-02  1.66659985e-02
  6.01669598e-02  7.16365993e-02  4.86575395e-02 -1.53282014e-02
 -1.22274195e-02 -1.20804404e-02  1.58508590e-02 -6.32839586e-02
 -5.83909403e-01 -5.98818108e-03  2.66924012e-03  6.20584011e-02
 -4.57000174e-04 -9.80675913e-03 -4.08077903e-03 -4.16877997e-02
 -1.21714011e-02  3.49752000e-02  2.24555328e-02  6.56425402e-02
 -4.15003996e-02  1.07140001e-01  5.91899972e-02  3.03477403e-02
  2.63771383e-02 -3.10694412e-02 -1.27960002e-02 -2.24373990e-02
  2.54942811e-02 -1.09512007e-02  4.92266424e-02  6.61522007e-02
 -3.10135998e-02  1.95187797e-02  4.15502009e-02 -5.63037997e-02
 -3.48938002e-02  3.63057989e-02  3.42504201e-02 -2.76673794e-02
  3.97928210e-02 -6.98403589e-02  9.03786052e-03  3.96656803e-02
 -5.29981208e-02  2.21773393e-02]",service; price,people; place,0,1,1,0
0,21,"She's the kind of woman to whom you want to entrust your evening and we do so, greedily",kind woman want entrust evening greedily,"[-0.0152834   0.0489513  -0.0039924   0.03429948 -0.01215    -0.0047464
  0.0953684  -0.067589   -0.0486468  -0.033083   -0.06733655 -0.0092982
 -0.35784619 -0.0227043  -0.021374    0.0296852   0.0218116  -0.0018504
  0.0264838  -0.02891674  0.04471758  0.0120206  -0.0460103   0.0352066
  0.0120182   0.09102752  0.01209677  0.0046425  -0.00339672 -0.0088626
  0.008674    0.0587876   0.03104827 -0.01812678  0.0128076  -0.0304094
 -0.0167014  -0.0169204   0.00096442 -0.03702884 -0.0051158   0.01456652
  0.0462814   0.03810026  0.0295688  -0.00215179  0.01458442  0.01070142
 -0.01879408  0.04082896]",owner; positive,opinions,0,0,0,1
0,22,"Inevitably, we will leave tonight with warm foil containers packed with that which we could not finish.",Inevitably leave tonight warm foil containers packed could finish,"[-1.56851656e-02 -2.55960166e-03  5.28949389e-02 -3.19503600e-02
  1.83819830e-03  3.50793990e-02  6.56355195e-02 -7.44814001e-02
  3.18212598e-02 -1.73608005e-02  3.82115597e-02  9.15387943e-03
 -6.23569999e-01  5.72436064e-03 -1.15731804e-02  7.66095342e-02
  1.77615809e-02 -1.24052595e-02 -6.64268798e-02 -3.54035182e-02
 -6.03840794e-02 -4.85130542e-02  2.04507002e-02 -1.43986002e-02
  1.05890206e-02  1.48973197e-01 -3.50692604e-02  3.53780608e-02
 -2.12388400e-02 -2.49790064e-02  9.37626606e-02  7.63216199e-02
  2.43640340e-02  3.91749797e-04  3.26498005e-02 -4.56605150e-02
 -3.47253595e-02  5.21160007e-03  4.95539606e-02  1.32495800e-01
  2.96097991e-02  7.23864808e-02  3.88653997e-02 -1.70965607e-02
  1.22751001e-01  3.24260741e-04  3.83563991e-02 -5.40220022e-03
 -1.47579945e-03  6.11214605e-02]",positive,opinions,0,0,0,1
0,23,"There are many joys among those small plates, which arrive in bowls perched on long slate platters, a utilitarian vehicle, rather than some deeply annoying presentation device.",many joys among small plates arrive bowls perched long slate platters utilitarian vehicle rather deeply annoying presentation device,"[ 0.02131058 -0.0395968   0.00646422  0.13063702  0.09402309  0.08794198
  0.12184002 -0.13983684 -0.01777338 -0.157687    0.00275724 -0.06503174
 -0.95370109 -0.012121    0.04563377  0.10737464  0.08310132 -0.10701482
 -0.01917772 -0.01378252 -0.05796632 -0.04965809 -0.02376355 -0.0729576
 -0.13356844  0.284036   -0.14947838  0.02748742 -0.0111217   0.0195598
  0.12546444  0.00797072  0.05760636 -0.04367958  0.0790693  -0.04852163
 -0.0468151   0.02498256  0.14243946 -0.01428805  0.08013464  0.13435656
  0.05313804 -0.01978306  0.08165864 -0.05389716  0.06583198  0.04560066
 -0.00283716  0.07041498]",positive; unconventional; presentation,food and drinks; opinions,1,0,0,1
0,24,"There are pert meatballs in an intense tomato sauce, heavy with cinnamon.",pert meatballs intense tomato sauce heavy cinnamon,"[-0.02219334 -0.03930628  0.03003126 -0.00480922  0.0549837   0.09730814
 -0.0333934  -0.05611578  0.0004514  -0.03085248 -0.0455799  -0.05569928
 -0.3146292  -0.0098936   0.03818352  0.02336701  0.1029486  -0.07610403
  0.0227819  -0.03929192 -0.073608    0.0244896   0.0546024  -0.01210674
 -0.00475006  0.061577   -0.04911478  0.0531946  -0.0078008  -0.04713
  0.02184002  0.05023762 -0.062164   -0.0425802  -0.0390818  -0.02533822
 -0.00735824 -0.0148502   0.0900934   0.14238102 -0.0196257  -0.104084
 -0.0257468  -0.01678934  0.0846532   0.05093658  0.04898126  0.00310498
  0.00150859  0.0326102 ]",middle-eastern,food and drinks,1,0,0,0
0,24,"There's an olive oil-drizzled hummus topped with thick threads of spiced roast lamb shawarma and the cool barbecued aubergine dip moutabel, soft with tahini and sweet-sour courtesy of pomegranate molasses.",olive oil drizzled hummus topped thick threads spiced roast lamb shawarma cool barbecued aubergine dip moutabel soft tahini sweet sour courtesy pomegranate molasses,"[-0.16505164 -0.17693696  0.02399594  0.0897885   0.10136312  0.09767354
 -0.1226606  -0.1884444   0.04175506 -0.18589686 -0.2466758  -0.06439004
 -0.8423464  -0.11975378  0.08313639  0.02405172  0.3115398  -0.26996828
  0.13102942 -0.01259998 -0.25825885 -0.05969706  0.0377841  -0.18851034
  0.08341118  0.39252076 -0.05622532  0.11679326  0.0243412  -0.23489783
  0.03157986  0.3221998  -0.17013164 -0.18421764 -0.13947568 -0.12841484
  0.06483158  0.03106476  0.1779008   0.36647058  0.006172   -0.28663362
  0.00409678 -0.1432746   0.19788196  0.06622558  0.16450248 -0.0664836
  0.0552995   0.15147521]",middle-eastern,food and drinks,1,0,0,0
